Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
0	0	2331101	777034
816843	654423	858827	776698
1225265	0	1104206	776490
933535	1390650	0	774728
933535	1390650	0	774728
933535	1390650	0	774728
933535	1390650	0	774728
1341957	981635	0	774531
1341957	981635	0	774531
1341957	0	981516	774491
1341957	0	981516	774491
1341957	0	981516	774491
1341957	0	981516	774491
1341957	0	981516	774491
1341957	0	981516	774491
1750378	572621	0	774333
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
1458648	0	858827	772492
758497	1554256	0	770918
1166919	1145241	0	770720
1166919	1145241	0	770720
1166919	1145241	0	770720
1166919	1145241	0	770720
1575340	736226	0	770522
1575340	736226	0	770522
1575340	736226	0	770522
1575340	736226	0	770522
1575340	0	736137	770493
1575340	0	736137	770493
1575340	0	736137	770493
466768	1227044	613448	769086
1692032	0	613448	768493
1692032	0	613448	768493
583459	1717862	0	767107
583459	1717862	0	767107
583459	0	1717654	767038
991881	1308847	0	766909
991881	1063438	245379	766899
1400303	899832	0	766712
1400303	899832	0	766712
1400303	899832	0	766712
1400303	899832	0	766712
1400303	899832	0	766712
1808724	490818	0	766514
1808724	490818	0	766514
1808724	0	490758	766494
1808724	0	490758	766494
1808724	0	490758	766494
1808724	0	490758	766494
1808724	0	490758	766494
700151	0	1594964	765038
700151	0	1594964	765038
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2290482	0	763494
0	2045073	245379	763484
0	2045073	245379	763484
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1799665	490758	763474
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1554256	736137	763464
0	1308847	981516	763454
0	1308847	981516	763454
0	1308847	981516	763454
0	1308847	981516	763454
0	1308847	981516	763454
0	1308847	981516	763454
0	1308847	981516	763454
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	1063438	1226895	763445
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	818029	1472275	763435
0	572621	1717654	763425
0	572621	1717654	763425
0	572621	1717654	763425
0	572621	1717654	763425
0	572621	1717654	763425
0	327212	1963033	763415
0	327212	1963033	763415
0	327212	1963033	763415
408422	1881468	0	763296
816843	1472453	0	763099
816843	1472453	0	763099
816843	981635	490758	763079
816843	0	1472275	763039
816843	0	1472275	763039
1225265	1063438	0	762901
1633686	654423	0	762703
1633686	654423	0	762703
933535	981635	368069	761080
933535	245409	1104206	761050
933535	0	1349585	761040
1050227	1227044	0	759090
1050227	1227044	0	759090
1050227	1227044	0	759090
1050227	1227044	0	759090
1050227	0	1226895	759041
1050227	0	1226895	759041
1867070	409015	0	758695
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
2275492	0	0	758497
758497	654423	858827	757249
1166919	490818	613448	757061
1166919	0	1104206	757042
1166919	0	1104206	757042
875189	899832	490758	755260
1283611	981635	0	755082
1283611	981635	0	755082
1283611	981635	0	755082
1283611	981635	0	755082
1283611	0	981516	755042
1283611	0	981516	755042
1692032	572621	0	754884
1692032	572621	0	754884
1400303	0	858827	753043
1400303	0	858827	753043
1400303	0	858827	753043
1400303	0	858827	753043
700151	1554256	0	751469
700151	1554256	0	751469
1108573	1145241	0	751271
1108573	1145241	0	751271
1108573	1145241	0	751271
1516994	736226	0	751074
1516994	736226	0	751074
1516994	245409	490758	751054
1516994	0	736137	751044
1516994	0	736137	751044
1516994	0	736137	751044
1516994	0	736137	751044
1516994	0	736137	751044
1516994	0	736137	751044
0	1881468	368069	749845
0	1881468	368069	749845
0	1881468	368069	749845
0	1881468	368069	749845
0	1636059	613448	749835
0	1636059	613448	749835
0	1636059	613448	749835
0	1636059	613448	749835
0	1636059	613448	749835
0	1636059	613448	749835
0	1636059	613448	749835
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1390650	858827	749826
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	1145241	1104206	749816
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	899832	1349585	749806
0	654423	1594964	749796
0	654423	1594964	749796
0	654423	1594964	749796
0	654423	1594964	749796
0	654423	1594964	749796
0	654423	1594964	749796
0	409015	1840343	749786
1633686	0	613448	749045
933535	1308847	0	747461
1341957	899832	0	747263
1341957	899832	0	747263
1341957	899832	0	747263
1341957	899832	0	747263
1341957	899832	0	747263
1341957	899832	0	747263
1341957	899832	0	747263
1750378	490818	0	747065
1750378	0	490758	747045
1750378	0	490758	747045
1867070	0	368069	745046
1867070	0	368069	745046
758497	0	1472275	743591
758497	0	1472275	743591
1166919	1063438	0	743452
1166919	1063438	0	743452
1575340	654423	0	743255
875189	981635	368069	741631
875189	490818	858827	741611
583459	1636059	0	739839
583459	1636059	0	739839
583459	654423	981516	739800
991881	1227044	0	739642
991881	1227044	0	739642
991881	1227044	0	739642
991881	1227044	0	739642
991881	736226	490758	739622
991881	0	1226895	739592
991881	0	1226895	739592
991881	0	1226895	739592
1400303	818029	0	739444
1400303	818029	0	739444
1400303	818029	0	739444
1400303	818029	0	739444
1400303	818029	0	739444
