Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
0	0	5152961	1717654
408422	3026709	1717654	1717595
2450529	0	2699170	1716566
2858951	2290482	0	1716478
2858951	1063438	1226895	1716428
3267373	1881468	0	1716280
3267373	654423	1226895	1716230
4492637	654423	0	1715687
1341957	2208679	1594964	1715200
1341957	1963270	1840343	1715190
1341957	0	3803376	1715111
2567221	0	2576480	1714567
2567221	0	2576480	1714567
1050227	4090147	0	1713458
1458648	2454088	1226895	1713211
1458648	2208679	1472275	1713201
1458648	0	3680686	1713112
1867070	2045073	1226895	1713013
2275492	2863103	0	1712865
3092335	1308847	736137	1712440
3500756	1636059	0	1712272
3909178	1227044	0	1712074
4317599	818029	0	1711876
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
5134443	0	0	1711481
1575340	0	3557997	1711112
1983762	2045073	1104206	1711014
2800605	0	2331101	1710569
4025870	0	1104206	1710025
1283611	654423	3189928	1709321
1692032	2208679	1226895	1709202
1692032	0	3435307	1709113
2508875	2617694	0	1708856
2917297	2208679	0	1708659
2917297	0	2208412	1708570
3325718	1799665	0	1708461
3325718	1799665	0	1708461
4142562	981635	0	1708066
4142562	981635	0	1708066
583459	1963270	2576480	1707737
1808724	0	3312618	1707114
2625567	1390650	1104206	1706808
700151	0	4416824	1705658
1925416	3190315	0	1705243
1925416	0	3189928	1705115
2742259	2126876	245379	1704838
2742259	1636059	736137	1704818
3150681	0	1963033	1704571
3967524	1145241	0	1704255
0	4499162	613448	1704203
0	4499162	613448	1704203
0	4253753	858827	1704193
0	3517526	1594964	1704163
0	3517526	1594964	1704163
0	3272117	1840343	1704154
0	3272117	1840343	1704154
0	3026709	2085722	1704144
0	3026709	2085722	1704144
0	2781300	2331101	1704134
0	2781300	2331101	1704134
0	2781300	2331101	1704134
0	2290482	2821860	1704114
0	2290482	2821860	1704114
0	1799665	3312618	1704094
0	1308847	3803376	1704074
0	1308847	3803376	1704074
0	1308847	3803376	1704074
0	1063438	4048755	1704064
0	1063438	4048755	1704064
0	1063438	4048755	1704064
0	1063438	4048755	1704064
0	1063438	4048755	1704064
0	572621	4539513	1704045
1633686	1636059	1840343	1703363
1633686	1145241	2331101	1703343
1633686	1145241	2331101	1703343
2042108	0	3067239	1703115
2042108	0	3067239	1703115
2450529	1799665	858827	1703007
2450529	818029	1840343	1702967
933535	4171950	0	1701828
933535	4171950	0	1701828
933535	0	4171444	1701660
2567221	2535891	0	1701037
2975643	2126876	0	1700840
2975643	1145241	981516	1700800
4609329	490818	0	1700049
4609329	0	490758	1700029
4609329	0	490758	1700029
1458648	1554256	2085722	1699542
1458648	1063438	2576480	1699522
1867070	1636059	1594964	1699364
1867070	409015	2821860	1699315
2275492	0	2821860	1699117
2683913	572621	1840343	1698959
350076	4008344	736137	1698186
1166919	1963270	1963033	1697741
1575340	3517526	0	1697622
1575340	2535891	981516	1697583
1983762	1390650	1717654	1697355
2392183	2699497	0	1697227
2392183	2699497	0	1697227
2800605	2290482	0	1697029
2800605	818029	1472275	1696970
3617448	1472453	0	1696634
4434291	654423	0	1696238
3325718	409015	1349585	1694773
3734140	0	1349585	1694575
3734140	0	1349585	1694575
991881	899832	3189928	1693880
1400303	1717862	1963033	1693732
1400303	0	3680686	1693663
1400303	0	3680686	1693663
2217146	899832	1963033	1693337
3033989	2045073	0	1693021
3033989	1554256	490758	1693001
3033989	818029	1226895	1692971
3442410	1636059	0	1692823
3442410	1636059	0	1692823
3850832	1227044	0	1692625
3850832	0	1226895	1692576
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
5076097	0	0	1692032
1108573	2126876	1840343	1691931
1108573	654423	3312618	1691871
1516994	1963270	1594964	1691743
2333838	1145241	1594964	1691348
2742259	1717862	613448	1691189
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	5071782	0	1690594
0	4826373	245379	1690584
0	4335556	736137	1690564
0	4335556	736137	1690564
0	4090147	981516	1690554
0	4090147	981516	1690554
0	3844738	1226895	1690544
0	3844738	1226895	1690544
0	3599329	1472275	1690535
0	3353920	1717654	1690525
0	3353920	1717654	1690525
0	3108512	1963033	1690515
0	2863103	2208412	1690505
0	2863103	2208412	1690505
0	2863103	2208412	1690505
0	2617694	2453791	1690495
0	2126876	2944549	1690475
0	2126876	2944549	1690475
0	2126876	2944549	1690475
0	1390650	3680686	1690445
0	1145241	3926065	1690436
0	1145241	3926065	1690436
0	1145241	3926065	1690436
0	654423	4416824	1690416
816843	3517526	736137	1690169
1225265	3844738	0	1690001
1225265	3844738	0	1690001
1633686	3435723	0	1689803
1633686	0	3435307	1689664
3267373	818029	981516	1688973
3675794	1390650	0	1688815
4084216	981635	0	1688617
933535	3026709	1104206	1688150
933535	2781300	1349585	1688140
933535	2290482	1840343	1688120
933535	1308847	2821860	1688080
2975643	0	2085722	1687122
641805	4417359	0	1686388
1050227	4008344	0	1686190
1867070	0	3189928	1685666
3092335	0	1963033	1685122
3500756	1554256	0	1685004
4317599	0	736137	1684579
1575340	2126876	1349585	1683934
1983762	0	3067239	1683667
3209027	0	1840343	1683123
4434291	0	613448	1682580
4434291	0	613448	1682580
875189	4171950	0	1682380
1692032	3353920	0	1681984
2100454	2944906	0	1681786
2100454	0	2944549	1681668
2917297	2126876	0	1681391
1400303	2781300	858827	1680143
2217146	0	2821860	1679668
3442410	0	1594964	1679125
4667675	0	368069	1678581
4667675	0	368069	1678581
2742259	1308847	981516	1677541
3559102	0	1472275	1677126
3559102	0	1472275	1677126
0	4662767	368069	1676945
0	4171950	858827	1676926
0	3681132	1349585	1676906
0	3681132	1349585	1676906
0	3435723	1594964	1676896
0	3435723	1594964	1676896
0	3435723	1594964	1676896
0	2944906	2085722	1676876
0	2944906	2085722	1676876
0	2944906	2085722	1676876
0	2944906	2085722	1676876
0	2699497	2331101	1676866
0	2699497	2331101	1676866
0	2699497	2331101	1676866
0	2699497	2331101	1676866
0	2699497	2331101	1676866
0	2454088	2576480	1676856
0	2208679	2821860	1676846
0	1472453	3557997	1676817
0	1472453	3557997	1676817
0	1227044	3803376	1676807
0	245409	4784892	1676767
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
0	0	5030271	1676757
1225265	0	3803376	1676214
1225265	0	3803376	1676214
2450529	981635	1594964	1675710
2450529	0	2576480	1675670
2858951	818029	1349585	1675522
3675794	0	1349585	1675126
2975643	2045073	0	1673572
3792486	0	1226895	1673127
4609329	409015	0	1672781
4609329	409015	0	1672781
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
5017751	0	0	1672584
1050227	1145241	2821860	1672442
1458648	0	3557997	1672215
3092335	1063438	858827	1671533
3909178	736226	368069	1671158
3909178	0	1104206	1671128
3909178	0	1104206	1671128
350076	0	4662203	1670759
1166919	3844738	0	1670552
1575340	3435723	0	1670355
1575340	1472453	1963033	1670275
1575340	0	3435307	1670216
3209027	1799665	0	1669564
4025870	0	981516	1669129
4842713	163606	0	1668773
2917297	981635	1104206	1667713
2917297	0	2085722	1667673
2917297	0	2085722	1667673
4142562	0	858827	1667129
4142562	0	858827	1667129
991881	572621	3435307	1666603
1400303	1636059	1963033	1666465
1400303	899832	2699170	1666435
1808724	0	3189928	1666217
1808724	0	3189928	1666217
2217146	2045073	736137	1666119
3033989	736226	1226895	1665704
3033989	0	1963033	1665674
3442410	1554256	0	1665555
3850832	1145241	0	1665358
1516994	2863103	613448	1664515
1925416	736226	2331101	1664248
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4989979	0	1663326
0	4008344	981516	1663287
0	4008344	981516	1663287
0	4008344	981516	1663287
0	3762935	1226895	1663277
0	3517526	1472275	1663267
0	3517526	1472275	1663267
0	3272117	1717654	1663257
0	3026709	1963033	1663247
0	2290482	2699170	1663217
0	2290482	2699170	1663217
0	2045073	2944549	1663207
0	2045073	2944549	1663207
0	2045073	2944549	1663207
0	1799665	3189928	1663198
0	1799665	3189928	1663198
0	1799665	3189928	1663198
0	1554256	3435307	1663188
0	1554256	3435307	1663188
0	1554256	3435307	1663188
0	1308847	3680686	1663178
0	1063438	3926065	1663168
0	818029	4171444	1663158
0	572621	4416824	1663148
0	327212	4662203	1663138
816843	0	4171444	1662763
2042108	2944906	0	1662338
2042108	2944906	0	1662338
2450529	818029	1717654	1662071
2450529	818029	1717654	1662071
933535	0	4048755	1660763
1341957	1799665	1840343	1660655
2158800	1227044	1594964	1660269
3384064	0	1594964	1659676
3384064	0	1594964	1659676
1050227	2208679	1717654	1658853
1050227	0	3926065	1658764
1458648	2045073	1472275	1658665
1458648	2045073	1472275	1658665
2275492	2699497	0	1658329
2275492	2699497	0	1658329
2683913	572621	1717654	1658062
3909178	1063438	0	1657539
4317599	654423	0	1657341
1166919	0	3803376	1656765
1575340	1799665	1594964	1656656
2800605	1063438	1104206	1656083
875189	1636059	2453791	1655013
1283611	1472453	2208412	1654825
1283611	0	3680686	1654766
2508875	0	2453791	1654222
4142562	818029	0	1653530
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
4959405	0	0	1653135
2625567	0	2331101	1652223
2625567	0	2331101	1652223
3850832	0	1104206	1651679
1516994	0	3435307	1650767
1516994	0	3435307	1650767
1925416	3026709	0	1650708
3150681	1799665	0	1650115
3967524	0	981516	1649680
3967524	0	981516	1649680
0	4580964	368069	1649678
0	4090147	858827	1649658
0	3844738	1104206	1649648
0	3599329	1349585	1649638
0	3353920	1594964	1649628
0	3353920	1594964	1649628
0	2863103	2085722	1649608
0	2863103	2085722	1649608
0	2863103	2085722	1649608
0	2863103	2085722	1649608
0	2617694	2331101	1649598
0	2617694	2331101	1649598
0	2372285	2576480	1649589
0	2126876	2821860	1649579
0	2126876	2821860	1649579
0	1881468	3067239	1649569
0	1881468	3067239	1649569
0	1390650	3557997	1649549
0	654423	4294134	1649519
408422	2454088	2085722	1649411
2450529	1390650	1104206	1648462
3267373	1308847	368069	1648096
4084216	0	858827	1647681
4084216	0	858827	1647681
4084216	0	858827	1647681
4084216	0	858827	1647681
4084216	0	858827	1647681
4084216	0	858827	1647681
933535	4008344	0	1647293
2567221	2372285	0	1646502
2567221	1390650	981516	1646463
2975643	1227044	736137	1646275
2975643	0	1963033	1646225
2975643	0	1963033	1646225
3792486	1145241	0	1645909
4200908	736226	0	1645711
4200908	0	736137	1645682
641805	0	4294134	1645313
1458648	2617694	858827	1645056
1867070	1472453	1594964	1644829
1867070	0	3067239	1644770
3092335	0	1840343	1644226
1575340	2372285	981516	1643047
1983762	2944906	0	1642889
1983762	0	2944549	1642770
1983762	0	2944549	1642770
2392183	2535891	0	1642691
3209027	0	1717654	1642227
3617448	1308847	0	1642098
3617448	1308847	0	1642098
4025870	899832	0	1641901
466768	1390650	3067239	1641552
175038	1799665	2944549	1639750
1400303	3517526	0	1639276
1400303	3517526	0	1639276
1400303	3517526	0	1639276
2217146	2699497	0	1638881
3033989	1881468	0	1638485
3033989	1881468	0	1638485
3850832	1063438	0	1638090
1925416	409015	2576480	1636970
2333838	0	2576480	1636773
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4908176	0	1636059
0	4662767	245379	1636049
0	4417359	490758	1636039
0	4417359	490758	1636039
0	4417359	490758	1636039
0	4171950	736137	1636029
0	4171950	736137	1636029
0	3926541	981516	1636019
0	3681132	1226895	1636009
0	3681132	1226895	1636009
0	3681132	1226895	1636009
0	3681132	1226895	1636009
0	3435723	1472275	1635999
0	3435723	1472275	1635999
0	3435723	1472275	1635999
0	3190315	1717654	1635989
0	3190315	1717654	1635989
0	2944906	1963033	1635979
0	2699497	2208412	1635970
0	2454088	2453791	1635960
0	2454088	2453791	1635960
0	2454088	2453791	1635960
0	2208679	2699170	1635950
0	2208679	2699170	1635950
0	1717862	3189928	1635930
0	1227044	3680686	1635910
0	1227044	3680686	1635910
0	981635	3926065	1635900
0	245409	4662203	1635870
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
0	0	4907582	1635861
816843	4090147	0	1635663
1633686	3272117	0	1635268
2042108	1881468	981516	1635031
2450529	0	2453791	1634773
3267373	1636059	0	1634477
3267373	1636059	0	1634477
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
4901059	0	0	1633686
1341957	0	3557997	1633318
1341957	0	3557997	1633318
3792486	0	1104206	1632231
1050227	3844738	0	1631655
1458648	3435723	0	1631457
1458648	2454088	981516	1631418
2275492	2617694	0	1631062
2275492	2617694	0	1631062
2275492	1636059	981516	1631022
2683913	2208679	0	1630864
2683913	981635	1226895	1630815
3909178	0	981516	1630231
4317599	572621	0	1630073
1575340	0	3312618	1629319
1575340	0	3312618	1629319
2800605	981635	1104206	1628815
3209027	1063438	613448	1628637
1283611	3599329	0	1627647
1283611	3353920	245379	1627637
1692032	3190315	0	1627449
1692032	1227044	1963033	1627370
2100454	572621	2208412	1627162
2508875	899832	1472275	1626994
2917297	1963270	0	1626856
2917297	0	1963033	1626777
3325718	1554256	0	1626658
3734140	1145241	0	1626460
4142562	736226	0	1626263
4550983	327212	0	1626065
583459	0	4294134	1625864
1400303	2863103	613448	1625618
1808724	1472453	1594964	1625380
1808724	0	3067239	1625321
2217146	1799665	858827	1625212
4259253	0	613448	1624234
1516994	3353920	0	1623638
1516994	3353920	0	1623638
1516994	3353920	0	1623638
1516994	2126876	1226895	1623589
1925416	0	2944549	1623322
2742259	2126876	0	1623045
3559102	1308847	0	1622650
3559102	1308847	0	1622650
0	4499162	368069	1622410
0	4253753	613448	1622400
0	4253753	613448	1622400
0	4253753	613448	1622400
0	4008344	858827	1622390
0	4008344	858827	1622390
0	4008344	858827	1622390
0	3762935	1104206	1622380
0	3762935	1104206	1622380
0	3517526	1349585	1622370
0	3517526	1349585	1622370
0	3026709	1840343	1622351
0	2781300	2085722	1622341
0	2535891	2331101	1622331
0	2535891	2331101	1622331
0	2535891	2331101	1622331
0	2535891	2331101	1622331
0	2290482	2576480	1622321
0	2045073	2821860	1622311
0	2045073	2821860	1622311
0	2045073	2821860	1622311
0	1308847	3557997	1622281
0	1308847	3557997	1622281
0	1308847	3557997	1622281
0	1063438	3803376	1622271
0	818029	4048755	1622261
0	327212	4539513	1622242
0	327212	4539513	1622242
0	327212	4539513	1622242
3267373	0	1594964	1620779
3267373	0	1594964	1620779
3267373	0	1594964	1620779
933535	1472453	2453791	1619926
1341957	2781300	736137	1619798
1341957	2290482	1226895	1619778
2158800	0	2699170	1619323
