Comparing Examp_IS_2015 versus Examp_IS_2015 from example_IS_100largest.txt
Selecting top 100 clones from each.
SEED =  2021290005.

0.0	0.5	1.0	1.5	2.0
   0.84978	   0.84966	   0.85250	   0.85589	   0.85576
   1.01180	   1.00520	   1.01355	   1.04310	   1.11241
   0.80705	   0.82108	   0.81869	   0.81433	   0.89041
   1.00703	   0.99245	   1.23411	   2.12750	   4.52532
   0.90551	   0.90291	   0.90111	   0.90924	   0.93149
   1.10638	   1.12447	   1.10082	   1.04283	   1.00465
   1.07899	   1.10851	   1.17726	   1.27073	   1.37515
   0.76659	   0.77813	   0.80344	   0.84319	   0.89446
   1.37290	   1.57854	   1.91745	   2.40554	   2.99934
   1.19504	   1.23752	   1.34014	   1.62306	   2.37230
   0.92747	   0.88928	   0.92119	   1.05753	   1.30526
   0.93187	   0.90699	   0.90157	   0.93203	   1.00953
   1.12992	   1.11965	   1.11912	   1.12280	   1.14572
   1.04182	   1.03318	   1.03840	   1.04652	   1.04515
   1.06744	   1.06419	   1.06793	   1.06758	   1.08568
   1.05443	   1.15009	   1.23978	   1.25328	   1.17546
   1.05090	   1.01413	   0.98349	   1.13848	   1.80244
   1.01804	   0.99825	   0.99228	   0.99590	   1.00853
   0.91528	   0.99452	   1.49919	   2.91450	   5.87781
   1.21883	   1.20940	   1.18652	   1.15913	   1.16396
   1.14775	   1.11882	   1.08840	   1.07967	   1.08728
   0.78195	   0.81844	   0.94680	   1.30113	   2.10885
   1.06212	   1.14097	   1.27764	   1.43078	   1.55953
   0.80491	   0.94230	   1.11854	   1.26604	   1.34456
   0.96537	   0.93775	   0.91484	   0.96826	   1.27231
   0.91943	   0.92156	   0.94816	   1.04595	   1.30452
   1.10262	   1.10080	   1.10263	   1.10368	   1.10124
   1.14714	   1.34152	   1.68424	   2.26481	   3.18196
   1.08175	   1.08598	   1.08711	   1.10013	   1.20083
   0.83385	   0.92669	   1.13168	   1.57843	   2.49331
   0.84492	   0.83043	   0.80550	   0.78855	   0.81757
   1.03421	   1.10926	   1.15874	   1.16575	   1.13000
   0.89811	   0.89505	   0.90181	   0.91026	   0.91091
   0.80499	   0.93569	   1.21346	   1.78008	   2.81831
   1.19285	   1.35426	   1.62129	   2.07742	   2.84755
   0.94184	   0.98476	   1.23674	   2.25282	   5.30914
   0.80955	   0.96015	   1.27713	   1.93327	   3.28177
   0.93482	   0.97642	   1.02783	   1.13338	   1.42215
   1.10416	   1.15311	   1.24291	   1.40598	   1.68125
   0.85137	   0.86222	   0.95119	   1.26794	   2.17592
   0.85309	   0.86884	   0.90363	   0.98567	   1.17399
   0.91788	   0.92173	   0.92595	   0.92832	   0.93067
   1.02175	   0.99348	   0.96060	   1.04145	   1.52949
   1.10812	   1.31046	   1.90151	   3.13459	   5.35564
   1.14712	   1.34529	   1.70010	   2.28034	   3.12275
   1.19179	   1.22327	   1.27470	   1.41739	   1.77693
   1.15834	   1.22406	   1.30042	   1.40448	   1.54394
   0.92037	   0.98758	   1.02881	   1.02266	   0.95906
   1.15556	   1.23007	   1.36654	   1.60057	   1.96948
   0.88755	   0.99544	   1.20301	   1.53869	   2.06151
   1.29805	   1.35376	   1.31887	   1.20038	   1.13919
   1.15198	   1.27253	   1.46560	   1.82612	   2.53690
   1.24839	   1.40266	   1.54960	   1.70239	   1.86357
   1.18006	   1.16904	   1.16676	   1.17040	   1.18269
   1.13450	   1.15320	   1.23974	   1.37748	   1.54366
   1.13829	   1.14105	   1.18899	   1.48044	   2.49893
   0.91390	   0.92961	   0.96961	   1.05315	   1.23834
   0.90719	   0.88815	   0.85940	   0.88764	   1.12162
   1.41903	   1.81078	   2.34160	   2.95302	   3.56312
   0.94225	   0.93831	   0.93611	   0.94158	   0.97021
   1.01832	   1.28532	   1.84035	   2.88117	   4.66927
   1.15948	   1.16324	   1.12941	   1.07538	   1.01328
   0.96974	   0.94834	   0.95096	   1.07196	   1.47816
   1.01793	   1.02078	   1.03100	   1.12053	   1.46414
   0.85193	   0.86212	   0.93591	   1.14564	   1.63469
   1.02826	   1.11759	   1.34314	   1.80798	   2.57986
   1.11701	   1.36042	   1.91162	   3.06492	   5.29492
   1.00497	   1.00870	   1.16889	   1.68459	   2.89634
   0.88326	   0.88356	   0.89007	   0.91387	   0.98919
   1.40379	   1.64204	   2.10065	   2.90386	   4.11524
   1.09622	   1.11916	   1.10668	   1.07046	   1.02645
   1.24529	   1.24115	   1.24588	   1.26649	   1.30928
   0.89275	   0.88580	   0.87020	   0.85328	   0.84129
   1.08338	   1.31208	   1.97173	   3.22946	   5.25857
   1.04072	   1.11886	   1.30851	   1.64432	   2.19105
   0.93976	   0.94865	   0.98810	   1.08015	   1.22169
   1.08642	   1.05592	   1.04253	   1.09107	   1.27822
   0.96802	   1.05264	   1.12233	   1.14823	   1.11142
   0.97754	   1.04666	   1.23097	   1.54412	   1.97997
   0.99017	   1.05208	   1.44628	   2.89207	   6.71444
   0.92719	   0.96399	   1.08994	   1.43763	   2.24321
   1.18608	   1.60391	   2.45896	   3.98447	   6.56924
   0.94950	   1.12625	   1.54383	   2.46429	   4.37935
   0.99394	   1.02641	   0.98069	   0.88806	   0.88565
   1.13554	   1.68992	   2.59873	   4.06600	   6.56489
   0.90410	   0.88896	   0.88162	   0.88251	   0.88896
   1.08547	   1.08230	   1.06275	   1.03287	   1.00321
