Comparing Examp_TCR_2015 versus Examp_TCR_2015 from example_TCR_100matched.txt
Selecting top 100 clones from each.
SEED =  1844647380.

0.0	0.5	1.0	1.5	2.0
   0.60036	    0.7599	    1.6955	    4.3204	    9.8509
   0.43196	    1.1839	    2.9201	    5.1269	    7.9630
   0.70342	    0.9994	    2.1120	    4.2943	    8.0892
   0.54283	    1.3114	    5.2893	   14.2414	   30.0755
   0.94722	    2.3519	    3.6987	    3.9788	    3.5579
   0.88677	    2.2649	    5.0977	    9.4303	   18.3880
   0.82209	    1.9275	    4.0224	    6.9414	   11.5909
   0.64438	    1.1705	    2.2156	    3.6077	    5.7057
   1.38440	    4.7038	    9.4455	   13.2036	   16.9693
   0.37413	    0.3948	    0.4177	    0.3908	    0.3772
   0.60322	    0.8050	    0.8845	    0.6852	    0.6324
   0.56895	    0.6784	    1.4402	    3.0956	    5.7259
   0.43290	    0.4514	    0.6955	    1.1229	    1.3482
   0.52009	    0.6232	    1.4117	    2.7365	    4.2546
   0.84222	    3.1138	    9.2278	   16.7076	   24.9192
   1.08993	    2.3813	    4.7122	    7.0948	    9.7478
   0.47291	    0.6770	    0.7245	    0.5251	    0.4099
   0.61310	    1.0494	    2.0885	    3.4307	    5.5499
   0.74596	    1.4519	    2.2728	    2.3049	    1.8173
   0.62795	    1.3990	    3.0188	    4.6720	    6.4627
   0.97743	    2.7297	    4.3692	    3.9477	    2.2884
   0.76250	    1.4409	    1.8443	    1.2664	    0.6598
   0.81928	    1.1968	    1.2315	    0.7977	    0.8396
   0.52209	    0.7005	    1.1360	    1.8435	    2.9275
   0.83587	    2.1752	    7.1761	   16.5403	   30.3934
   0.70814	    1.0603	    1.4559	    1.5965	    1.5332
   0.70119	    0.7229	    1.6832	    4.2554	    8.5305
   0.59689	    0.8551	    1.2477	    1.3781	    1.1025
   0.47330	    0.6735	    0.7982	    0.7388	    0.7065
   0.63888	    1.5331	    5.9891	   17.0697	   38.4452
   0.94317	    1.3957	    1.9270	    2.5661	    3.9739
   1.03123	    3.8857	    9.6336	   14.9100	   18.2919
   0.44533	    0.8839	    2.5174	    5.6376	   10.8557
   0.50244	    0.5731	    0.6611	    0.9113	    1.6268
   0.95545	    2.7371	    6.9898	   12.8259	   20.7168
   0.92468	    3.5570	   10.6413	   20.5397	   31.5360
   1.28313	    4.0025	    9.9685	   18.0967	   28.6891
   0.85108	    2.7472	    5.7470	    6.9452	    6.4316
   0.57810	    1.0084	    1.9038	    2.8476	    3.6018
   0.81199	    0.8388	    0.8630	    0.9631	    1.3100
   0.57989	    0.8413	    1.6321	    3.6594	    8.6439
   1.33243	    6.7385	   24.5300	   59.8688	  123.1529
   0.91731	    1.5814	    1.6337	    1.2609	    0.9150
   0.50892	    0.5614	    0.8382	    1.6051	    3.4314
