Comparing Examp_TCR_2014 versus Examp_TCR_2014 from example_TCR_100matched.txt
Selecting top 100 clones from each.
SEED =   284900173.

0.0	0.5	1.0	1.5	2.0
   0.62169	    1.4437	    3.7578	    6.0118	    6.9533
   0.53876	    0.5284	    0.5567	    0.8634	    1.7557
   0.41311	    0.4334	    0.4378	    0.4217	    0.4112
   0.88883	    4.7413	   16.4144	   33.2842	   57.2339
   0.77981	    1.5217	    1.3717	    0.5835	    1.8163
   0.66784	    0.6583	    0.6826	    0.8185	    1.0923
   0.66422	    0.8396	    1.2531	    1.9677	    3.1799
   0.66562	    1.2709	    3.3628	    8.2279	   17.7633
   1.13323	    6.6529	   22.9134	   48.3629	   85.4554
   0.86746	    1.6233	    3.0537	    4.8408	    7.4239
   0.62640	    2.0250	    5.4951	    9.9758	   16.0321
   0.51755	    1.3662	    4.8835	   13.6090	   31.5300
   0.67579	    0.6652	    0.7806	    4.4634	   16.3123
   0.64591	    1.6447	    5.9580	   14.1251	   26.1330
   0.83415	    1.7061	    3.5466	    6.1853	   10.5228
   0.92844	    4.4362	   14.6531	   30.6163	   51.4551
   0.73156	    1.8714	    5.4199	   12.7331	   26.1260
   0.58041	    0.7960	    2.3543	    5.3727	    8.9264
   0.53017	    0.6629	    0.7336	    0.7184	    0.6667
   0.80270	    1.5024	    1.3856	    0.6973	    0.6122
   1.01508	    1.5121	    1.4060	    0.8347	    1.0816
   1.31985	    2.8133	    4.1377	    4.1751	    3.3515
   0.49572	    0.6498	    0.9246	    1.0859	    0.9934
   1.24096	    5.0335	   10.5282	   10.7819	    7.3966
   0.62920	    1.9332	    6.6017	   15.4261	   29.9246
   0.76767	    0.7444	    0.8277	    1.4110	    3.0884
   0.78892	    1.9601	    3.3327	    3.9046	    4.2550
   0.73204	    0.8692	    1.0734	    1.2509	    1.5353
   0.44751	    0.6851	    0.8597	    0.9452	    1.1469
   0.54937	    0.5500	    0.5831	    0.8283	    1.7827
   0.76428	    0.9248	    1.2031	    1.6730	    2.7034
   0.74028	    1.1900	    2.0197	    2.5385	    2.5614
   0.56707	    1.5727	    4.4389	    8.6607	   13.7142
   1.10895	    5.1086	   10.5773	   14.7736	   18.5157
   0.57639	    1.1672	    2.3548	    4.0579	    7.3057
   0.57538	    2.1402	    5.6847	    8.5365	   10.2321
   0.64807	    1.3914	    3.2905	    6.1974	   10.0725
   0.87133	    1.8339	    2.2622	    1.6918	    1.0643
   1.15193	    3.7345	    5.8842	    5.1438	    3.1399
   1.31224	    4.0693	    9.1981	   12.7144	   14.4446
   2.06334	   11.1109	   29.0278	   48.8748	   69.7192
   0.68790	    1.2310	    2.0008	    2.6552	    3.5161
   0.57822	    0.5934	    0.5731	    0.5681	    0.5988
   0.87336	    2.9748	    7.0626	    9.5112	   10.2053
   0.77578	    1.6319	    2.9937	    4.6927	    7.5269
   0.68034	    0.7860	    0.7123	    0.6174	    0.8127
   0.88028	    2.2812	    4.1130	    4.7413	    4.2306
   0.46824	    0.6222	    1.5196	    3.3627	    6.2068
   0.79197	    1.5527	    2.4086	    2.8300	    3.1621
   0.75888	    2.2577	    4.9995	    7.7687	   11.1525
   0.69392	    1.7942	    4.0431	    7.2578	   12.4875
   0.74141	    1.6888	    3.9798	    7.5656	   13.2433
   0.69171	    0.8546	    0.6713	    0.9143	    4.3742
   1.71056	    8.5486	   20.9020	   34.1016	   48.8685
   1.12163	    3.7568	   10.4820	   23.6472	   47.9673
   0.84805	    1.1833	    0.9892	    0.6888	    1.6700
   0.67339	    1.1639	    2.5836	    6.0581	   13.6492
   1.00113	    4.3381	   12.1291	   23.2303	   39.4038
   0.60704	    1.9300	    5.3156	   10.8710	   20.3832
   0.65045	    0.6515	    0.8007	    1.1822	    1.6311
   0.94447	    3.7569	   11.1911	   21.4368	   35.1421
   0.57014	    0.5720	    0.5593	    0.6116	    0.8137
   0.75099	    4.0972	   21.7893	   62.8207	  131.7038
   0.58662	    0.6811	    0.5450	    0.5288	    1.1436
   0.70399	    2.0809	    5.1271	   10.3816	   19.9744
   0.39168	    0.4246	    0.3781	    0.7417	    2.2484
   0.54978	    1.2489	    4.3894	   13.8202	   38.4259
