Comparing Examp_IS_2015 versus Examp_IS_2017 from example_IS_100largest.txt
Selecting top 100 clones from each.
SEED =  1713999316.

0.0	0.5	1.0	1.5	2.0
   6.08991	   6.08933	   6.24729	   6.73584	   8.61264
   6.21214	   6.22287	   7.27944	  11.56178	  23.21659
   5.96488	   5.96418	   6.63655	   8.83222	  13.80353
   7.53939	   9.18250	  15.56555	  34.00567	  74.66222
   5.84615	   5.86996	   6.84796	  10.89487	  21.50378
   6.24009	   6.82483	  10.13608	  21.23022	  47.46283
   7.05327	   7.45281	   9.40067	  14.90404	  26.76796
   6.35821	   7.05146	  11.13266	  25.70992	  63.02761
   5.61159	   5.55248	   5.94557	   7.65222	  12.62283
   6.92195	   7.81089	  12.77233	  30.99682	  79.63203
   6.60776	   6.49434	   6.89679	   8.88123	  15.73354
   6.21030	   6.13309	   6.37391	   7.05210	   9.18393
   6.79112	   6.96167	   8.51419	  13.61590	  25.82645
   5.83801	   6.13878	   7.89090	  13.53136	  26.83779
   6.23006	   6.55380	   8.41201	  13.90778	  25.50804
   6.34589	   6.71987	   9.06900	  16.68928	  34.11294
   7.08985	   7.77015	  10.66703	  19.03958	  37.67320
   6.12127	   6.01134	   6.40880	   7.85173	  11.56005
   6.83069	   6.80319	   7.69311	  10.69875	  18.00809
   6.65078	   6.76724	   8.04895	  12.44106	  23.23550
   5.22918	   5.22899	   5.90988	   8.92714	  17.75498
   5.35411	   5.53575	   6.94041	  11.65863	  22.82310
   5.69956	   6.24536	  10.29597	  26.42320	  69.49772
   5.37302	   5.35797	   5.99881	   9.15831	  18.62515
   7.79015	   9.37713	  16.25058	  37.59613	  86.96356
   6.41716	   6.54768	   7.91819	  12.49697	  23.88273
   5.31414	   5.33860	   5.65337	   7.25660	  12.38272
   6.42349	   6.49495	   7.52850	  11.12093	  19.81953
   6.18416	   6.13443	   6.84533	  10.00149	  19.47120
   5.82559	   5.92187	   6.32836	   8.50257	  17.17131
   5.24596	   5.31007	   6.21729	   9.97958	  20.20663
   7.37670	   8.22539	  12.58251	  26.59012	  58.84785
   7.28071	   7.84984	  10.63501	  19.17958	  39.41936
   8.43096	   9.35317	  13.40498	  25.72620	  54.65144
   6.75194	   6.78237	   7.73872	  10.78496	  17.63731
   6.66810	   6.95605	   8.93988	  15.28705	  29.61730
   6.27217	   6.34141	   7.53922	  12.27204	  24.26976
   5.64569	   5.74461	   6.59441	   9.01014	  13.89685
   6.03844	   6.21186	   7.80085	  13.78142	  30.56602
   6.57448	   6.51182	   7.50713	  11.91488	  25.30387
   6.12631	   6.62731	   9.87864	  21.63113	  51.51884
   6.77153	   7.02372	   8.97192	  15.52831	  31.39355
   6.35060	   6.80709	   9.17446	  16.35372	  32.25000
   6.45324	   6.47553	   7.66747	  12.71913	  26.89829
   7.48261	   7.67571	   9.70561	  17.09415	  36.96865
   5.87084	   5.82700	   6.40121	   8.84906	  15.64661
   6.32004	   6.37898	   7.53120	  13.65683	  33.13130
   5.98382	   5.91122	   6.33212	   7.96522	  12.19944
   6.06605	   6.64631	  10.23106	  22.79034	  53.48329
   7.46835	   8.06830	  12.22210	  27.86639	  68.52977
   6.79715	   6.61828	   6.98471	   8.48571	  13.28038
   7.06854	   7.81999	  11.64537	  24.31688	  55.28782
   6.94932	   6.98673	   8.31685	  13.18884	  25.61540
   6.22330	   6.38183	   8.18238	  15.23595	  34.65199
   6.56463	   6.53400	   7.34927	  10.63498	  20.04347
   6.56558	   6.57886	   7.59012	  11.46975	  21.99214
   5.95065	   6.03509	   7.47787	  13.74938	  31.12398
   6.56559	   6.42818	   6.94189	   9.09053	  15.51087
   6.29439	   6.14525	   6.36441	   7.21419	  10.02489
   6.11798	   6.22885	   7.80425	  15.06875	  36.35707
   7.07948	   7.48096	  10.82799	  23.95863	  59.46591
   5.44404	   5.61466	   6.75710	  10.42787	  19.00194
   6.88552	   7.01994	   8.88165	  16.38151	  36.95324
   6.21443	   6.75632	   9.52430	  17.88418	  35.47791
   6.47668	   6.52776	   7.39327	   9.89618	  15.17746
